"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","5.47","15.34","20.81","57.42","21.77"
"SR GRID","0.00","0.00","5.47","15.34","20.81","57.42","B. Frequency Profile (%)21.77"
