"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","0.2","0.3","64.3","35.4"
"SR GRID","0.0","0.0","4.7","8.7","4.7","91.3","4.1"
