"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.59","7.19","21.18","28.96","58.89","12.12"
"SR GRID","0.00","0.59","7.19","21.18","28.96","58.89","B. Frequency Profile (%)12.12"
