"","NR","WR","SR","ER","NER"
"Schedule(MU)","143.6","-129.2","51.5","-67.7","1.7"
"Actual(MU)","153.7","-134.5","49.0","-70.8","2.6"
"O/D/U/D(MU)","10.1","-5.3","-2.5","-3.1","0.9"
