"Share of RES in total generation (%)","9.18","6.30","16.89","0.31","0.12","8.61"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.37","11.54","31.16","7.30","11.58","19.31"
