"","NR","WR","SR","ER","NER"
"Schedule(MU)","119.8","-88.3","47.8","-81.8","2.8"
"Actual(MU)","103.4","-89.1","47.4","-66.3","4.8"
"O/D/U/D(MU)","-16.4","-0.8","-0.4","15.5","2.0"
