"","NR","WR","SR","ER","NER","All India"
"Coal","419","1132","633","447","7","2637"
"Lignite","21","14","54","0","0","89"
"Hydro","146","29","77","30","4","286"
"Nuclear","23","31","32","0","0","86"
"Gas, Naptha & Diesel","21","37","16","0","30","105"
"RES (Wind, Solar, Biomass & Others)","77","74","144","1","0","296"
"Total","708","1317","956","478","41","3499"
