"","NR","WR","SR","ER","NER"
"Schedule(MU)","98.0","-109.7","38.9","-33.5","6.4"
"Actual(MU)","99.8","-118.6","42.5","-35.1","8.2"
"O/D/U/D(MU)","1.8","-8.9","3.6","-1.6","1.8"
