"","NR","WR","SR","ER","NER","All India"
"Coal","574","1111","451","423","9","2567"
"Lignite","20","15","46","0","0","80"
"Hydro","111","28","60","29","7","236"
"Nuclear","24","31","31","0","0","86"
"Gas, Naptha & Diesel","31","41","20","0","30","122"
"RES (Wind, Solar, Biomass & Others)","57","62","153","1","0","272"
"Total","815","1287","761","453","46","3363"
