"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5577","0","107.6","38.2","-0.1","165","0.0"
"","Haryana","6790","0","124.1","61.7","0.6","145","0.0"
"","Rajasthan","11000","0","212.4","63.5","0.9","314","0.8"
"","Delhi","3971","0","65.8","53.0","-0.6","228","0.0"
"","UP","14013","380","287.9","86.5","1.7","901","0.3"
"","Uttarakhand","1968","0","36.2","23.6","-0.6","121","0.0"
"","HP","1560","0","27.8","22.0","1.0","130","0.0"
"","J&K","2128","532","45.5","41.7","-1.0","47","10.7"
"","Chandigarh","215","0","3.5","3.7","-0.2","11","0.0"
"WR","Chhattisgarh","3394","0","73.8","9.0","-0.5","477","0.0"
"","Gujarat","13604","0","296.4","82.9","-2.5","568","0.0"
"","MP","12278","0","229.7","149.0","-1.3","552","0.0"
"","Maharashtra","20006","0","403.6","120.9","-1.0","377","0.0"
"","Goa","401","0","8.4","8.8","-0.9","13","0.0"
"","DD","317","0","7.1","6.9","0.2","61","0.0"
"","DNH","743","0","17.4","16.8","0.7","55","0.0"
"","Essar steel","428","0","8.9","8.2","0.6","168","0.0"
"SR","Andhra Pradesh","7997","0","163.2","53.6","0.5","406","0.1"
"","Telangana","8977","0","179.6","88.2","0.6","701","0.1"
"","Karnataka","9979","0","205.7","87.5","2.5","499","0.1"
"","Kerala","3331","0","63.8","53.2","0.4","223","0.1"
"","Tamil Nadu","13787","0","293.7","145.5","3.9","623","0.2"
"","Pondy","391","0","6.3","7.0","-0.7","29","0.0"
"ER","Bihar","3881","0","65.2","56.9","-0.1","135","0.0"
"","DVC","3255","0","67.5","-33.8","-1.1","148","0.0"
"","Jharkhand","987","0","24.0","13.7","-0.7","65","0.0"
"","Odisha","4163","0","75.6","37.8","3.5","330","0.0"
"","West Bengal","5672","0","88.8","9.0","1.0","195","0.0"
"","Sikkim","110","0","1.5","1.6","-0.1","0","0.0"
"NER","Arunachal Pradesh","120","3","2.2","1.9","0.2","31","0.0"
"","Assam","1409","6","22.7","19.1","0.4","173","0.3"
"","Manipur","168","5","2.7","2.9","-0.3","21","0.0"
"","Meghalaya","296","11","6.3","3.7","-0.1","16","0.0"
"","Mizoram","89","3","1.8","1.3","-0.2","20","0.0"
"","Nagaland","130","2","2.4","2.1","0.1","60","0.0"
"","Tripura","214","1","3.5","3.4","0.3","59","0.0"
