"","NR","WR","SR","ER","NER"
"Schedule(MU)","143.0","-121.4","49.0","-75.3","7.7"
"Actual(MU)","137.8","-133.8","49.3","-68.5","9.4"
"O/D/U/D(MU)","-5.2","-12.4","0.3","6.7","1.7"
