"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","545","1183","504","425","8","2665"
"Hydro","145","18","67","40","8","279"
"Nuclear","25","30","39","0","0","94"
"Gas, Naptha & Diesel","23","45","22","0","31","122"
"RES (Wind, Solar, Biomass & Others)","48","64","150","1","0","263"
"Total","787","1340","782","466","47","3423"
