"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5262","0","99.2","43.1","-1.2","128"
"","Haryana","6315","0","113.5","62.6","-0.1","356"
"","Rajasthan","10149","219","221.9","78.9","3.2","317"
"","Delhi","3444","0","58.7","45.3","-0.4","234"
"","UP","10360","1195","236.9","100.9","-1.8","189"
"","Uttarakhand","1879","0","34.6","24.2","0.6","187"
"","HP","1353","0","25.2","21.7","-0.4","35"
"","J&K","2002","500","43.8","38.2","0.6","169"
"","Chandigarh","199","0","3.5","3.6","-0.1","13"
"WR","Chhattisgarh","3375","96","73.4","29.3","-1.5","267"
"","Gujarat","12725","13","275.9","72.3","4.7","526"
"","MP","10795","0","218.2","122.2","-2.7","154"
"","Maharashtra","18156","13","368.1","71.7","2.0","601"
"","Goa","399","0","8.0","7.8","-0.4","22"
"","DD","275","0","5.8","6.1","-0.2","33"
"","DNH","658","0","14.8","14.8","-0.1","12"
"","Essar steel","519","0","11.4","10.6","0.7","173"
"SR","Andhra Pradesh","6173","0","129.5","21.6","1.6","1210"
"","Telangana","5968","0","127.7","86.5","1.3","200"
"","Karnataka","8199","600","179.7","42.7","1.4","529"
"","Kerala","3230","0","59.1","46.2","1.6","352"
"","Tamil Nadu","11524","0","249.6","95.0","19.1","794"
"","Pondy","305","0","6.0","6.3","-0.3","24"
"ER","Bihar","3338","0","62.2","59.7","0.3","180"
"","DVC","2494","0","51.4","-16.6","-0.7","240"
"","Jharkhand","1025","0","23.1","10.8","-0.5","80"
"","Odisha","3847","0","68.0","17.5","1.6","250"
"","West Bengal","6345","0","119.7","25.4","1.2","200"
"","Sikkim","96","0","1.4","0.9","0.5","28"
"NER","Arunachal Pradesh","101","6","2.0","1.4","0.6","36"
"","Assam","1290","22","21.7","15.3","1.3","162"
"","Manipur","166","2","2.5","2.7","-0.2","36"
"","Meghalaya","316","2","5.3","5.2","-0.5","18"
"","Mizoram","85","8","1.3","1.2","0.1","22"
"","Nagaland","114","4","1.9","1.6","0.2","51"
"","Tripura","206","1","3.2","-0.8","0.3","16"
