"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","268.7","-238.5","1.9","-38.8","8.6","1.8"
"Actual(MU)","222.0","-215.0","-1.5","-20.5","9.9","-5.1"
"O/D/U/D(MU)","-46.7","23.5","-3.4","18.3","1.3","-6.9"
