"Share of RES in total generation (%)","8.09","3.19","17.95","0.40","0.06","7.31"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.44","8.76","34.27","9.03","17.95","19.15"
