"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4435","0","93.2","48.3","-1.3","148"
"","Haryana","5933","0","100.2","79.5","-1.7","223"
"","Rajasthan","7958","0","176.9","46.9","0.3","358"
"","Delhi","3462","6","74.0","63.1","-0.7","104"
"","UP","12958","200","272.8","108.0","0.9","331"
"","Uttarakhand","1723","0","34.9","24.6","2.7","262"
"","HP","1168","0","22.6","13.9","1.2","125"
"","J&K","2180","545","44.0","27.0","5.1","616"
"","Chandigarh","177","0","3.5","3.7","0.3","27"
"WR","Chhattisgarh","3625","0","87.5","33.1","4.3","345"
"","Gujarat","12963","0","295.8","73.9","1.3","458"
"","MP","8049","0","177.1","107.5","-2.4","225"
"","Maharashtra","18456","0","421.8","123.4","1.8","371"
"","Goa","482","0","8.2","6.5","1.6","141"
"","DD","285","0","6.5","6.4","0.1","21"
"","DNH","703","0","16.2","16.6","-0.4","25"
"","Essar steel","663","0","13.3","13.2","0.1","167"
"SR","Andhra Pradesh","6830","0","153.9","25.3","1.7","679"
"","Telangana","6234","0","142.6","85.4","-2.2","211"
"","Karnataka","8341","0","191.1","60.1","2.1","589"
"","Kerala","3473","0","67.8","54.8","1.3","134"
"","Tamil Nadu","13022","0","303.6","157.4","-0.9","438"
"","Pondy","308","0","6.9","7.4","-0.5","16"
"ER","Bihar","3169","0","62.4","61.3","-2.9","350"
"","DVC","3454","0","65.2","-33.3","-1.1","270"
"","Jharkhand","1213","0","22.4","11.1","1.5","205"
"","Odisha","4049","0","85.4","21.3","1.2","310"
"","West Bengal","6733","0","151.4","43.2","1.9","360"
"","Sikkim","49","0","1.1","1.0","0.1","25"
"NER","Arunachal Pradesh","111","4","1.7","2.0","-0.3","47"
"","Assam","1301","60","22.3","16.5","2.1","318"
"","Manipur","139","5","1.6","2.1","-0.5","18"
"","Meghalaya","256","0","4.7","2.6","0.7","42"
"","Mizoram","73","3","1.3","1.2","0.0","7"
"","Nagaland","112","5","1.6","1.7","-0.2","46"
"","Tripura","248","0","3.6","3.1","0.3","96"
