"","NR","WR","SR","ER","NER"
"Schedule(MU)","155.4","-120.4","40.8","-84.0","7.7"
"Actual(MU)","154.4","-121.5","48.3","-84.1","11.4"
"O/D/U/D(MU)","-1.0","-1.1","7.5","-0.1","3.7"
