"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","270.8","-276.6","101.3","-81.5","-14.4","-0.3"
"Actual(MU)","264.5","-269.8","125.1","-97.3","-14.1","8.4"
"O/D/U/D(MU)","-6.3","6.8","23.8","-15.8","0.3","8.8"
