"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.69","6.41","20.14","28.24","62.11","9.65"
"SR GRID","0.00","1.69","6.41","20.14","28.24","62.11","B. Frequency Profile (%)9.65"
