"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","154.6","-184.7","107.7","-90.6","12.4","-0.6"
"Actual(MU)","154.8","-177.8","109.3","-97.5","13.6","2.4"
"O/D/U/D(MU)","0.2","6.9","1.6","-6.9","1.2","3.0"
