"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.00","7.00","8.00","53.70","38.30"
"SR GRID","0.00","0.00","1.00","7.00","8.00","53.70","B. Frequency Profile (%)38.30"
