"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6069","0","126.1","77.0","0.1","240"
"","Haryana","5803","0","122.9","71.8","-3.7","274"
"","Rajasthan","7068","0","147.0","58.8","0.7","439"
"","Delhi","4155","0","86.9","65.5","-3.3","132"
"","UP","10731","1800","235.5","97.9","-2.2","230"
"","Uttarakhand","1599","75","32.6","16.3","-0.6","206"
"","HP","1109","0","22.7","7.3","0.8","158"
"","J&K","1518","100","30.8","17.5","0.1","167"
"","Chandigarh","218","0","4.4","4.6","-0.1","59"
"WR","Chhattisgarh","3056","61","68.8","21.0","-3.7","155"
"","Gujarat","11742","55","261.7","49.5","-5.6","463"
"","MP","6983","12","140.9","70.4","-2.2","206"
"","Maharashtra","16871","543","369.3","93.4","12.7","897"
"","Goa","382","61","8.1","7.3","0.3","73"
"","DD","250","0","5.7","5.8","-0.1","44"
"","DNH","576","1","13.7","13.5","0.2","126"
"SR","Andhra Pradesh","10903","2000","240.4","83.2","1.8","207"
"","Karnataka","7543","450","156.8","26.2","4.3","273"
"","Kerala","2952","500","58.5","40.9","2.1","286"
"","Tamil Nadu","11395","568","250.7","58.1","-1.8","260"
"","Pondy","278","0","5.8","7.4","-1.5","0"
"ER","Bihar","1593","250","36.9","37.5","-0.6","95"
"","DVC","2323","0","54.3","-24.7","1.2","312"
"","Jharkhand","903","10","19.0","10.9","1.0","230"
"","Odisha","3523","0","65.3","8.2","-1.3","390"
"","West Bengal","6485","0","110.9","21.6","0.9","400"
"","Sikkim","88","0","1.3","1.3","0.0","22"
"NER","Arunachal Pradesh","92","8","1.3","1.6","-0.3","29"
"","Assam","1012","147","16.7","12.1","-0.8","117"
"","Manipur","92","8","0.9","1.7","-0.8","8"
"","Meghalaya","228","2","3.7","1.0","-0.1","69"
"","Mizoram","53","2","0.9","1.0","-0.2","4"
"","Nagaland","93","7","1.1","1.3","-0.4","13"
"","Tripura","145","39","2.5","1.2","-0.3","38"
