"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.1","5.3","1.1","86.7","12.2"
"SR GRID","0.0","0.1","7.6","20.3","7.7","85.1","7.2"
