"","NR","WR","SR","ER","NER"
"Schedule(MU)","82.8","-51.9","57.3","-92.9","4.9"
"Actual(MU)","83.3","-52.9","57.8","-88.4","-2.3"
"O/D/U/D(MU)","0.5","-1.0","0.5","4.5","-7.2"
