"","NR","WR","SR","ER","NER"
"Schedule(MU)","139.1","-121.6","53.4","-71.4","1.2"
"Actual(MU)","135.8","-111.8","53.1","-77.2","2.8"
"O/D/U/D(MU)","-3.3","9.8","-0.3","-5.8","1.6"
