"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","41158","46046","37673","18035","2354","145266"
"Peak Shortage (MW)","1978","0","0","470","126","2574"
"Energy Met (MU)","879","1088","823","339","40","3168"
"Hydro Gen(MU)","131","20","74","52","20","297"
"Wind Gen(MU)","2","15","31","----------","----------","49"
"Solar Gen (MU)*","0.90","15.41","29.20","0.37","0.01","46"
"Energy Shortage (MU)","12.7","0.0","0.0","1.4","1.2","15.3"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","42300","48284","38496","18245","2348","147592"
