"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.87","20.93","23.80","62.36","13.84"
"SR GRID","0.00","0.00","2.87","20.93","23.80","62.36","13.84"
