"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","48166","39674","35054","17371","2183","142448"
"Peak Shortage (MW)","2906","228","425","0","230","3789"
"Energy Met (MU)","1093","941","818","357","40","3248"
"Hydro Gen(MU)","328","21","76","77","19","521"
"Wind Gen(MU)","34","96","111","----------","----------","241"
