"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5378","0","106.4","32.8","0.4","212","0.0"
"","Haryana","6117","0","119.2","69.7","0.7","194","0.0"
"","Rajasthan","11090","0","208.6","58.8","4.1","593","0.0"
"","Delhi","3924","0","64.0","50.5","0.0","297","0.0"
"","UP","14355","290","266.3","86.4","0.9","468","0.0"
"","Uttarakhand","2000","0","35.6","27.2","-0.1","118","0.0"
"","HP","1550","7","27.0","23.6","-0.3","212","0.0"
"","J&K","2073","521","40.4","42.3","-5.7","2","9.2"
"","Chandigarh","208","0","3.2","3.2","0.0","23","0.0"
"WR","Chhattisgarh","3093","0","62.1","-3.5","-2.1","94","0.0"
"","Gujarat","13036","0","287.9","92.6","1.2","559","0.0"
"","MP","8617","0","168.6","72.9","-2.5","243","0.0"
"","Maharashtra","19226","0","404.4","122.9","-1.0","294","0.0"
"","Goa","477","0","9.5","8.9","0.2","42","0.0"
"","DD","320","0","6.6","6.3","0.3","47","0.0"
"","DNH","754","0","17.5","16.9","0.6","73","0.0"
"","Essar steel","591","0","12.2","11.7","0.5","196","0.0"
"SR","Andhra Pradesh","8260","0","170.0","49.8","-1.6","497","0.0"
"","Telangana","9269","0","186.4","87.4","-1.9","429","0.0"
"","Karnataka","9946","0","210.7","98.1","-1.6","297","0.0"
"","Kerala","3590","0","70.7","58.5","1.3","199","0.0"
"","Tamil Nadu","14192","0","295.8","166.7","-0.3","379","0.1"
"","Pondy","336","0","6.9","7.4","-0.5","18","0.0"
"ER","Bihar","4000","0","66.2","59.6","0.2","250","0.0"
"","DVC","3108","0","68.2","-42.2","-2.4","250","0.0"
"","Jharkhand","978","0","21.6","14.9","0.5","100","0.0"
"","Odisha","4125","0","75.7","33.2","3.0","400","0.0"
"","West Bengal","6590","0","123.2","16.2","1.1","320","0.0"
"","Sikkim","104","0","1.2","1.4","-0.2","20","0.0"
"NER","Arunachal Pradesh","119","1","2.4","1.8","0.6","70","0.0"
"","Assam","1385","36","23.3","19.6","0.7","93","0.4"
"","Manipur","185","3","2.5","2.5","-0.1","23","0.0"
"","Meghalaya","307","5","5.7","3.3","0.3","55","0.0"
"","Mizoram","86","3","1.5","0.8","0.5","26","0.0"
"","Nagaland","118","2","1.9","1.9","-0.1","24","0.2"
"","Tripura","220","7","3.8","1.8","0.7","39","0.0"
