"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","582","1174","385","403","5","2549"
"Hydro","302","35","161","107","23","627"
"Nuclear","27","27","24","0","0","79"
"Gas, Naptha & Diesel","16","49","24","0","26","115"
"RES (Wind, Solar, Biomass & Others)","51","126","280","1","0","457"
"Total","979","1411","875","510","53","3827"
