"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","18.17","25.15","30.21","73.56","21.48","4.95"
"SR GRID","0.00","18.17","25.15","30.21","73.56","21.48","B. Frequency Profile (%)4.95"
