"","NR","WR","SR","ER","NER"
"Schedule(MU)","45.4","-46.3","47.4","-60.8","8.3"
"Actual(MU)","32.3","-38.8","48.3","-54.3","9.0"
"O/D/U/D(MU)","-13.1","7.5","0.9","6.5","0.7"
