"","NR","WR","SR","ER","NER"
"Schedule(MU)","108.6","-100.8","36.5","-51.4","6.1"
"Actual(MU)","107.0","-109.5","40.2","-47.4","5.2"
"O/D/U/D(MU)","-1.6","-8.7","3.7","4.0","-0.9"
