"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5126","0","110.4","59.0","-0.9","268"
"","Haryana","5684","25","108.5","85.8","0.4","243"
"","Rajasthan","8075","0","177.9","58.3","0.6","169"
"","Delhi","3976","4","81.7","72.9","-1.4","236"
"","UP","12824","730","284.6","105.8","1.8","402"
"","Uttarakhand","1772","0","36.3","25.2","1.5","175"
"","HP","1209","0","23.5","11.9","1.2","122"
"","J&K","2137","534","42.5","24.9","2.0","282"
"","Chandigarh","223","0","4.4","4.2","0.3","30"
"WR","Chhattisgarh","3546","0","85.3","28.0","-1.8","189"
"","Gujarat","13548","0","303.8","74.5","0.7","318"
"","MP","8064","0","178.6","108.9","-0.5","129"
"","Maharashtra","19737","0","436.8","135.8","0.6","715"
"","Goa","477","0","9.9","8.6","0.9","21"
"","DD","299","0","6.6","6.3","0.2","37"
"","DNH","720","0","16.5","16.4","0.1","7"
"","Essar steel","465","0","8.6","8.9","-0.4","115"
"SR","Andhra Pradesh","7013","0","155.9","30.8","3.5","446"
"","Telangana","6894","0","154.7","92.6","0.3","299"
"","Karnataka","9289","600","209.8","61.4","2.4","377"
"","Kerala","3823","125","75.9","49.9","2.0","194"
"","Tamil Nadu","14302","0","314.2","147.4","2.9","677"
"","Pondy","344","0","7.3","7.5","-0.2","18"
"ER","Bihar","3482","350","61.1","54.5","4.3","388"
"","DVC","2580","0","66.1","-42.8","-1.4","365"
"","Jharkhand","1136","0","21.5","16.4","2.0","238"
"","Odisha","4176","0","77.8","19.1","0.0","360"
"","West Bengal","7578","0","139.0","37.7","-2.2","340"
"","Sikkim","50","0","0.6","1.2","-0.6","28"
"NER","Arunachal Pradesh","106","1","2.0","1.6","0.4","42"
"","Assam","1323","102","23.3","16.4","2.8","113"
"","Manipur","130","3","1.9","2.0","0.0","20"
"","Meghalaya","295","0","4.3","3.2","-0.3","30"
"","Mizoram","81","1","1.4","0.7","0.6","62"
"","Nagaland","112","1","2.1","1.5","0.5","40"
"","Tripura","205","1","2.1","2.2","-2.0","76"
