"","NR","WR","SR","ER","NER","All India"
"Coal","413","1103","394","424","12","2346"
"Lignite","22","30","46","0","0","98"
"Hydro","141","49","78","39","9","316"
"Nuclear","28","14","57","0","0","99"
"Gas, Naptha & Diesel","24","49","15","0","24","113"
"RES (Wind, Solar, Biomass & Others)","73","132","152","2","0","358"
"Total","701","1377","741","465","44","3329"
