"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","53621","40959","36209","20804","2772","154365"
"Peak Shortage (MW)","1931","0","50","0","147","2128"
"Energy Met (MU)","1289","925","846","468","57","3585"
"Hydro Gen (MU)","348","74","131","119","25","696"
"Wind Gen (MU)","29","117","186","----------","----------","333"
"Solar Gen (MU)*","21.99","15.4","67.15","2.03","0.04","107"
"Energy Shortage (MU)","17.4","0.0","-0.2","0.0","0.9","18.0"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","59205","43029","35739","22210","2890","158521"
"","22:45","19:48","07:55","00:10","19:04","21:28"
