"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","283.3","-265.6","-13.5","-5.1","0.8","0.1"
"Actual(MU)","287.9","-276.9","-19.8","11.5","1.6","4.2"
"O/D/U/D(MU)","4.5","-11.4","-6.3","16.6","0.8","4.2"
