"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5200","0","101.4","37.4","-1.1","8","0.0"
"","Haryana","6301","0","118.1","75.7","1.0","190","0.0"
"","Rajasthan","12287","0","233.3","58.9","-1.5","288","0.0"
"","Delhi","3902","0","66.8","61.3","-0.9","202","0.0"
"","UP","12671","30","256.7","103.1","0.5","486","0.0"
"","Uttarakhand","2082","0","37.3","24.4","-1.0","77","0.0"
"","HP","1603","0","28.4","22.5","0.2","72","0.0"
"","J&K","2511","628","50.0","43.6","0.7","344","11.9"
"","Chandigarh","218","0","3.5","3.9","-0.4","16","0.0"
"WR","Chhattisgarh","3920","0","85.4","26.8","0.5","808","0.5"
"","Gujarat","15061","0","316.8","76.8","0.2","1121","0.0"
"","MP","12755","0","231.6","111.8","-1.1","468","0.0"
"","Maharashtra","19765","0","403.7","117.7","1.3","440","0.0"
"","Goa","498","0","12.3","11.0","0.8","122","0.0"
"","DD","312","0","6.9","6.8","0.0","58","0.0"
"","DNH","781","0","18.2","17.8","0.3","101","0.0"
"","Essar steel","501","0","9.7","9.1","0.6","254","0.0"
"SR","Andhra Pradesh","7997","0","172.2","63.1","0.5","498","0.0"
"","Telangana","9329","0","190.9","71.9","1.6","496","0.0"
"","Karnataka","10489","0","207.9","79.0","0.2","485","0.0"
"","Kerala","3712","0","72.9","57.9","0.9","188","0.0"
"","Tamil Nadu","14451","0","301.7","153.7","-0.9","492","0.0"
"","Pondy","361","0","7.1","7.4","-0.3","36","0.0"
"ER","Bihar","3949","0","70.9","65.2","0.4","460","0.0"
"","DVC","3041","0","64.4","-41.8","-0.1","396","0.0"
"","Jharkhand","1000","0","23.8","17.4","-0.1","169","0.0"
"","Odisha","3901","0","72.0","25.2","1.0","267","0.0"
"","West Bengal","6668","0","118.7","21.5","-0.2","309","0.0"
"","Sikkim","100","0","1.2","1.8","-0.6","18","0.0"
"NER","Arunachal Pradesh","148","2","2.0","2.5","-0.5","14","0.0"
"","Assam","1379","25","22.5","18.3","0.0","103","0.3"
"","Manipur","168","2","2.8","2.7","0.1","40","0.0"
"","Meghalaya","354","0","6.0","5.4","-0.4","255","0.0"
"","Mizoram","96","1","2.0","1.4","0.3","13","0.0"
"","Nagaland","118","2","2.0","1.8","0.1","26","0.0"
"","Tripura","220","1","4.3","1.8","0.8","38","0.0"
