"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.8","-86.9","43.2","-60.0","2.0"
"Actual(MU)","77.6","-77.1","43.2","-42.7","-1.0"
"O/D/U/D(MU)","-19.2","9.8","0.0","17.3","-3.0"
