"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.4","2.2","0.4","93.9","5.7"
"SR GRID","0.0","0.0","7.4","17.1","7.4","92.4","0.3"
