"","NR","WR","SR","ER","NER"
"Schedule(MU)","92.1","-54.1","40.3","-79.9","4.7"
"Actual(MU)","92.0","-53.1","39.9","-83.4","4.0"
"O/D/U/D(MU)","-0.1","1.0","-0.4","-3.5","-0.7"
