"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","239.8","-262.6","123.6","-113.0","7.5","-4.7"
"Actual(MU)","231.1","-270.1","148.9","-122.1","7.4","-4.9"
"O/D/U/D(MU)","-8.8","-7.5","25.3","-9.0","-0.1","-0.1"
