"Share of RES in total generation (%)","9.85","4.60","17.01","0.31","0.07","8.12"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.52","10.26","28.85","6.37","8.22","18.27"
