"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.31","7.56","7.87","73.18","18.95"
"SR GRID","0.00","0.00","0.31","7.56","7.87","73.18","18.95"
