"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10531","0","236.5","127.7","0.6","163"
"","Haryana","8635","0","170.3","143.8","-0.4","291"
"","Rajasthan","7238","0","158.2","71.7","3.1","419"
"","Delhi","5104","0","101.6","82.6","-0.1","202"
"","UP","13401","0","296.5","156.2","-0.7","497"
"","Uttarakhand","1855","40","39.1","17.2","2.8","279"
"","HP","1246","0","25.9","0.1","1.4","150"
"","J&K","1745","436","34.4","14.5","-2.4","287"
"","Chandigarh","321","0","6.2","6.3","-0.2","22"
"WR","Chhattisgarh","2892","0","69.0","12.1","-0.5","121"
"","Gujarat","11495","0","258.4","72.9","-1.1","481"
"","MP","6046","0","126.3","59.1","-0.9","393"
"","Maharashtra","15194","0","323.8","91.5","-2.9","368"
"","Goa","480","0","9.8","9.2","-0.1","0"
"","DD","284","0","6.2","6.3","-0.1","27"
"","DNH","717","0","15.6","15.6","0.0","30"
"","Essar steel","620","0","13.3","12.5","0.7","244"
"SR","Andhra Pradesh","5656","0","127.1","4.4","0.2","829"
"","Telangana","6531","0","131.4","79.0","-4.0","574"
"","Karnataka","7078","0","140.2","50.3","-5.5","449"
"","Kerala","3447","0","64.5","49.5","1.3","196"
"","Tamil Nadu","13210","0","283.0","105.5","-0.2","801"
"","Pondy","334","0","7.1","7.5","-0.4","51"
"ER","Bihar","3504","0","69.5","68.1","-0.4","0"
"","DVC","2608","0","58.2","-16.2","1.3","0"
"","Jharkhand","992","0","19.6","14.3","-0.2","0"
"","Odisha","4075","0","72.2","18.1","1.7","0"
"","West Bengal","7640","0","143.4","35.4","2.2","0"
"","Sikkim","87","0","1.1","0.6","0.5","0"
"NER","Arunachal Pradesh","109","4","2.2","1.8","0.4","19"
"","Assam","1530","104","32.0","21.5","4.8","246"
"","Manipur","130","3","1.9","2.0","-0.1","49"
"","Meghalaya","286","0","4.6","0.2","0.5","50"
"","Mizoram","71","1","1.2","0.9","0.2","24"
"","Nagaland","116","2","1.8","1.8","-0.1","16"
"","Tripura","248","5","4.0","3.3","0.9","72"
