"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.0","-78.1","37.3","-62.0","8.0"
"Actual(MU)","99.9","-88.9","41.3","-57.0","5.1"
"O/D/U/D(MU)","4.9","-10.8","4.0","5.0","-2.9"
