"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5795","0","111.8","43.1","1.9","312"
"","Haryana","5350","157","109.5","49.2","2.0","273"
"","Rajasthan","9802","0","207.7","64.6","1.2","343"
"","Delhi","3020","0","57.4","40.0","-0.6","232"
"","UP","9891","1210","207.5","82.3","-1.2","500"
"","Uttarakhand","1612","150","31.3","22.0","1.6","140"
"","HP","1285","0","23.5","18.5","-0.2","69"
"","J&K","1991","498","42.0","32.4","3.3","364"
"","Chandigarh","185","0","3.4","3.3","0.1","19"
"WR","Chhattisgarh","3042","82","61.4","15.9","-1.2","374"
"","Gujarat","12358","0","273.1","65.7","-2.0","307"
"","MP","9692","0","203.9","120.9","-0.3","380"
"","Maharashtra","18317","141","381.4","101.3","-3.5","846"
"","Goa","400","0","7.5","7.1","0.0","56"
"","DD","255","0","5.8","6.0","-0.2","22"
"","DNH","649","0","14.4","15.0","-0.6","18"
"","Essar steel","335","0","6.8","6.6","0.2","163"
"SR","Andhra Pradesh","5751","200","128.0","25.9","2.6","394"
"","Telangana","5815","214","121.1","65.0","3.8","287"
"","Karnataka","7907","1013","164.4","18.4","2.2","527"
"","Kerala","3170","170","57.0","32.1","2.9","240"
"","Tamil Nadu","10661","781","225.2","63.1","0.9","487"
"","Pondy","278","1","5.3","5.1","0.1","62"
"ER","Bihar","2441","500","47.6","49.0","-3.7","110"
"","DVC","2299","50","52.1","-14.7","0.6","210"
"","Jharkhand","1027","0","19.8","10.3","0.3","340"
"","Odisha","3346","0","64.7","21.7","3.7","202"
"","West Bengal","6412","0","109.5","9.2","3.5","380"
"","Sikkim","108","0","1.6","1.6","-0.1","38"
"NER","Arunachal Pradesh","108","1","1.9","1.4","0.5","46"
"","Assam","1165","59","22.7","13.3","4.6","177"
"","Manipur","120","2","2.2","2.0","0.2","53"
"","Meghalaya","326","2","3.5","4.4","-2.3","51"
"","Mizoram","69","1","0.9","1.0","-0.1","24"
"","Nagaland","118","2","2.2","1.5","0.2","31"
"","Tripura","206","1","2.5","-0.2","0.3","69"
