"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8121","0","169.9","114.3","0.8","360"
"","Haryana","7136","0","150.4","89.9","0.2","279"
"","Rajasthan","6081","0","136.3","48.9","-5.7","86"
"","Delhi","4218","0","90.8","68.0","-5.6","145"
"","UP","11069","1320","247.9","127.5","-2.1","286"
"","Uttarakhand","1516","100","31.3","17.6","-1.6","49"
"","HP","1090","0","23.3","1.7","-0.8","42"
"","J&K","1553","100","28.1","16.5","-2.1","152"
"","Chandigarh","273","0","5.4","5.8","-0.5","6"
"WR","Chhattisgarh","2594","35","57.5","22.4","-0.5","148"
"","Gujarat","9152","59","199.5","50.7","3.4","825"
"","MP","5754","18","115.7","32.8","0.0","400"
"","Maharashtra","14472","102","318.2","103.3","9.3","1100"
"","Goa","377","1","8.0","6.7","1.0","45"
"","DD","263","1","6.2","5.5","0.8","23"
"","DNH","646","2","15.4","14.1","1.4","62"
"","Essar steel","291","1","6.0","5.8","0.2","51"
"SR","Andhra Pradesh","10885","0","246.0","67.1","2.0","537"
"","Karnataka","6810","1000","145.5","20.1","0.3","305"
"","Kerala","2936","150","52.7","16.5","-2.9","129"
"","Tamil Nadu","11470","565","245.3","63.9","-4.8","321"
"","Pondy","300","30","6.3","6.1","0.2","40"
"ER","Bihar","1921","100","41.5","41.9","-0.4","100"
"","DVC","2588","0","57.7","-22.4","-0.1","350"
"","Jharkhand","1025","0","20.4","15.5","-1.6","110"
"","Odisha","3661","0","68.9","16.7","0.8","370"
"","West Bengal","6788","22","124.7","42.1","-0.7","150"
"","Sikkim","93","0","1.3","1.3","-0.1","23"
"NER","Arunachal Pradesh","96","2","1.0","2.0","-0.9","32"
"","Assam","1105","205","19.6","16.1","-1.5","81"
"","Manipur","110","5","1.3","2.2","-1.0","8"
"","Meghalaya","222","5","4.7","0.6","-0.1","45"
"","Mizoram","53","2","0.9","1.2","-0.3","2"
"","Nagaland","91","1","1.4","1.4","-0.3","32"
"","Tripura","172","46","3.0","1.3","0.0","36"
