"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","554","1225","517","424","9","2728"
"Hydro","132","24","74","44","10","285"
"Nuclear","25","29","41","0","0","94"
"Gas, Naptha & Diesel","24","47","23","0","30","123"
"RES (Wind, Solar, Biomass & Others)","48","33","120","1","0","202"
"Total","782","1358","775","469","49","3433"
