"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","203.2","-202.7","79.6","-72.4","-7.9","-0.1"
"Actual(MU)","185.8","-208.0","96.0","-76.0","-7.8","-9.9"
"O/D/U/D(MU)","-17.4","-5.3","16.4","-3.7","0.2","-9.8"
