"","NR","WR","SR","ER","NER","All India"
"Coal","479","1147","453","421","10","2510"
"Lignite","19","12","46","0","0","77"
"Hydro","126","42","62","32","7","269"
"Nuclear","29","23","55","0","0","108"
"Gas, Naptha & Diesel","32","21","18","0","23","94"
"RES (Wind, Solar, Biomass & Others)","80","67","179","1","0","328"
"Total","766","1312","812","455","40","3386"
