"","NR","WR","SR","ER","NER","All India"
"Coal","543","976","378","353","7","2258"
"Lignite","19","10","35","0","0","64"
"Hydro","299","91","78","143","19","629"
"Nuclear","27","31","55","0","0","114"
"Gas, Naptha & Diesel","32","39","16","0","21","108"
"RES (Wind, Solar, Biomass & Others)","65","81","282","2","0","430"
"Total","985","1228","844","498","48","3603"
