"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","473","1055","502","380","8","2419"
"Hydro","358","47","139","126","25","695"
"Nuclear","23","27","19","0","0","69"
"Gas, Naptha & Diesel","24","46","20","0","15","104"
"RES (Wind, Solar, Biomass & Others)","59","136","251","0","0","448"
"Total","936","1311","932","507","48","3735"
