"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4872","0","95.9","53.4","1.1","163"
"","Haryana","6055","4","107.8","57.4","0.2","488"
"","Rajasthan","8054","0","175.8","46.7","0.3","465"
"","Delhi","3221","0","64.2","39.4","0.5","201"
"","UP","11822","1555","228.5","101.7","-2.6","261"
"","Uttarakhand","1455","40","28.1","17.9","0.3","129"
"","HP","1055","0","19.1","11.2","-0.1","133"
"","J&K","2037","0","33.3","24.7","2.3","672"
"","Chandigarh","181","0","3.4","3.4","0.0","28"
"WR","Chhattisgarh","2905","18","62.1","8.7","-2.0","100"
"","Gujarat","9443","0","219.6","33.7","-0.1","386"
"","MP","8199","0","178.2","103.9","0.0","215"
"","Maharashtra","15794","228","350.4","114.6","-3.1","602"
"","Goa","386","0","7.7","7.7","-0.2","82"
"","DD","142","0","2.8","2.8","0.1","32"
"","DNH","529","0","11.9","11.7","0.2","16"
"","Essar steel","325","0","6.9","6.8","0.2","48"
"SR","Andhra Pradesh","5550","400","120.8","27.4","-2.1","321"
"","Telangana","6647","430","135.1","66.7","5.4","425"
"","Karnataka","6243","300","128.4","7.6","1.7","410"
"","Kerala","3111","150","58.8","28.4","2.6","366"
"","Tamil Nadu","9255","803","203.1","61.2","-3.7","343"
"","Pondy","263","50","5.6","5.2","0.4","38"
"ER","Bihar","2777","100","54.3","54.4","-2.7","200"
"","DVC","2546","0","57.0","-13.8","0.4","150"
"","Jharkhand","964","0","21.4","13.0","-1.1","0"
"","Odisha","3533","0","71.6","16.6","2.4","300"
"","West Bengal","6899","12","121.9","24.3","2.1","200"
"","Sikkim","76","0","1.0","1.2","-0.2","15"
"NER","Arunachal Pradesh","126","1","1.5","1.5","0.0","54"
"","Assam","1197","159","22.6","14.1","1.9","203"
"","Manipur","133","2","2.2","2.2","0.0","44"
"","Meghalaya","254","1","4.5","2.3","-0.4","34"
"","Mizoram","73","0","1.2","1.1","0.1","19"
"","Nagaland","110","1","2.1","1.5","0.1","27"
"","Tripura","238","2","2.8","1.3","-0.6","60"
