"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7502","0","163.5","102.5","-1.3","72"
"","Haryana","5673","0","115.7","61.6","-0.5","175"
"","Rajasthan","6879","0","151.6","61.1","-10.2","0"
"","Delhi","4544","0","96.4","70.2","-1.7","384"
"","UP","11458","1950","247.7","124.5","-1.3","461"
"","Uttarakhand","1538","150","33.8","12.8","1.5","180"
"","HP","1197","0","24.0","6.7","-0.4","50"
"","J&K","1531","100","31.4","17.8","0.0","97"
"","Chandigarh","250","0","4.8","5.0","-0.2","39"
"WR","Chhattisgarh","2980","22","65.3","15.1","-3.2","234"
"","Gujarat","9140","24","200.7","36.1","3.2","770"
"","MP","6294","0","124.9","41.8","-3.0","370"
"","Maharashtra","14688","128","317.5","73.5","6.6","905"
"","Goa","375","0","7.4","7.0","0.0","80"
"","DD","231","0","5.8","6.1","-0.2","32"
"","DNH","597","0","13.5","14.4","-0.9","40"
"","Essar steel","204","1","4.6","5.0","-0.5","51"
"SR","Andhra Pradesh","11201","0","260.7","65.9","0.3","737"
"","Karnataka","6939","300","139.7","25.1","0.9","157"
"","Kerala","3185","150","57.9","11.5","2.1","313"
"","Tamil Nadu","11901","222","263.4","74.3","1.8","424"
"","Pondy","285","40","6.2","6.0","0.2","41"
"ER","Bihar","2112","0","42.4","40.2","2.2","200"
"","DVC","2741","0","57.9","-19.8","1.5","350"
"","Jharkhand","1019","0","20.2","14.5","-1.1","100"
"","Odisha","3832","0","76.1","13.3","0.7","200"
"","West Bengal","7071","48","143.9","43.8","6.3","500"
"","Sikkim","89","0","1.1","1.4","-0.3","24"
"NER","Arunachal Pradesh","100","0","1.4","1.3","0.1","42"
"","Assam","1171","170","23.9","13.8","4.6","383"
"","Manipur","116","9","1.9","1.9","-0.1","46"
"","Meghalaya","242","0","4.1","1.0","-0.2","65"
"","Mizoram","54","6","1.0","1.0","-0.3","6"
"","Nagaland","98","2","1.6","1.2","0.0","39"
"","Tripura","202","23","3.1","1.1","0.3","72"
