"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9471","0","214.5","114.0","-0.5","157"
"","Haryana","8693","0","184.0","131.5","-1.9","107"
"","Rajasthan","10312","0","228.5","73.6","0.1","294"
"","Delhi","5249","0","106.8","94.7","-2.0","212"
"","UP","12203","3835","285.5","136.5","1.4","451"
"","Uttarakhand","1697","155","34.7","12.8","2.5","425"
"","HP","1259","0","25.7","2.9","1.2","150"
"","J&K","1888","472","37.1","19.5","2.3","451"
"","Chandigarh","315","0","6.2","6.8","0.3","0"
"WR","Chhattisgarh","3067","176","72.1","25.6","2.0","385"
"","Gujarat","14307","20","317.9","74.1","-3.4","319"
"","MP","7344","0","157.2","83.5","-2.4","350"
"","Maharashtra","18568","22","404.7","114.1","1.6","420"
"","Goa","422","0","8.6","7.5","0.4","86"
"","DD","284","0","6.4","6.1","0.4","101"
"","DNH","661","0","15.8","15.8","-0.1","102"
"","Essar steel","366","0","4.2","4.3","-0.1","158"
"SR","Andhra Pradesh","6099","0","138.8","15.9","0.6","449"
"","Telangana","6094","0","141.0","101.6","-1.3","687"
"","Karnataka","7187","2000","163.1","17.6","6.0","550"
"","Kerala","3499","75","66.0","36.0","1.8","230"
"","Tamil Nadu","13754","0","295.8","100.2","4.6","509"
"","Pondy","329","0","6.9","6.9","0.0","27"
"ER","Bihar","3086","150","64.6","61.4","1.4","280"
"","DVC","2579","0","58.3","-10.3","-1.8","185"
"","Jharkhand","989","0","21.9","14.2","-0.2","120"
"","Odisha","3834","0","79.7","17.3","-0.1","270"
"","West Bengal","7064","0","142.6","54.3","-1.9","340"
"","Sikkim","87","0","1.2","0.7","0.6","25"
"NER","Arunachal Pradesh","103","2","1.9","1.7","0.2","45"
"","Assam","1277","173","23.5","16.0","1.1","231"
"","Manipur","131","1","1.8","2.0","-0.1","39"
"","Meghalaya","273","1","4.8","-0.5","-0.3","68"
"","Mizoram","89","1","1.1","1.0","0.0","27"
"","Nagaland","108","2","1.4","1.5","-0.1","31"
"","Tripura","230","6","3.8","0.7","1.0","87"
