"Share of RES in total generation (%)","6.74","11.41","34.26","0.45","0.08","13.95"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","43.58","15.61","47.61","27.93","45.92","32.92"
