"","NR","WR","SR","ER","NER"
"Schedule(MU)","103.8","-59.2","35.8","-85.4","5.0"
"Actual(MU)","99.0","-40.7","42.7","-102.4","2.9"
"O/D/U/D(MU)","-4.8","18.5","6.9","-17.0","-2.1"
