"","NR","WR","SR","ER","NER"
"Schedule(MU)","118.4","-99.2","49.5","-60.0","-5.9"
"Actual(MU)","128.5","-113.5","54.3","-59.2","-11.3"
"O/D/U/D(MU)","10.1","-14.3","4.8","0.8","-5.4"
