"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","3.6","6.3","3.6","95.9","0.5"
"SR GRID","0.0","0.2","10.6","31.7","10.8","88.8","0.4"
