"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6087","0","131.5","72.8","-0.7","153","0.0"
"","Haryana","7457","0","157.0","116.8","1.0","240","0.0"
"","Rajasthan","8998","0","199.9","72.8","-3.1","296","0.0"
"","Delhi","4424","0","92.8","76.7","-0.7","149","0.0"
"","UP","14929","280","284.2","146.8","-1.8","697","0.0"
"","Uttarakhand","1760","0","35.3","13.7","0.7","158","0.0"
"","HP","1406","0","26.5","5.6","-0.8","75","0.1"
"","J&K","2100","525","31.7","18.7","-3.0","128","7.6"
"","Chandigarh","209","0","3.9","4.5","-0.6","19","0.0"
"WR","Chhattisgarh","3500","36","79.0","32.6","2.0","626","0.6"
"","Gujarat","12554","0","268.3","53.4","1.8","526","0.0"
"","MP","7701","0","159.6","68.7","-4.1","638","0.0"
"","Maharashtra","18787","0","409.7","166.2","1.7","567","0.0"
"","Goa","541","0","12.1","11.5","0.0","53","0.0"
"","DD","307","0","7.0","6.7","0.3","35","0.0"
"","DNH","799","0","17.8","17.9","-0.1","43","0.0"
"","Essar steel","355","0","6.5","5.9","0.6","313","0.0"
"SR","Andhra Pradesh","7988","0","168.8","77.5","1.7","499","0.0"
"","Telangana","8121","0","173.4","36.7","-1.4","364","0.0"
"","Karnataka","9090","0","176.0","42.1","0.8","496","0.0"
"","Kerala","3456","0","68.9","41.8","1.6","247","0.0"
"","Tamil Nadu","13492","0","290.8","140.7","0.7","481","0.0"
"","Pondy","379","0","7.9","8.0","0.0","55","0.0"
"ER","Bihar","4178","0","69.9","70.9","-1.5","350","0.0"
"","DVC","2815","0","58.6","-8.3","4.1","400","0.0"
"","Jharkhand","1093","0","21.8","13.7","-0.8","50","0.0"
"","Odisha","3862","0","78.8","13.2","8.4","600","0.0"
"","West Bengal","8105","0","140.1","45.4","-2.9","400","0.0"
"","Sikkim","94","0","1.1","1.3","-0.2","15","0.0"
"NER","Arunachal Pradesh","113","2","2.1","2.1","-0.2","29","0.0"
"","Assam","1560","135","25.8","19.2","0.4","121","5.0"
"","Manipur","153","1","2.4","2.3","0.1","24","0.0"
"","Meghalaya","337","0","6.2","1.3","-0.2","32","0.0"
"","Mizoram","95","2","1.7","0.3","1.0","13","0.0"
"","Nagaland","132","2","2.1","2.1","-0.4","8","0.0"
"","Tripura","256","3","4.3","4.0","-0.6","66","0.2"
