"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38928","40880","30369","16562","2163","128902"
"Peak Shortage (MW)","1669","131","400","295","100","2595"
"Energy Met (MU)","835","959","741","329","37","2901"
"Hydro Gen(MU)","109","38","38","18","7","210"
"Wind Gen(MU)","7","27","44","----------","----------","78"
