"","NR","WR","SR","ER","NER"
"Schedule(MU)","72.1","-41.6","51.0","-80.5","-1.0"
"Actual(MU)","69.1","-54.1","60.0","-77.0","-1.0"
"O/D/U/D(MU)","-3.0","-12.5","9.0","3.5","0.0"
