"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4617","0","92.2","48.7","0.2","101"
"","Haryana","6399","0","110.6","64.5","0.7","251"
"","Rajasthan","9960","0","210.7","74.4","3.6","348"
"","Delhi","3280","0","62.9","50.9","1.6","265"
"","UP","12502","80","244.0","117.6","-0.8","1024"
"","Uttarakhand","1719","75","33.7","22.2","2.5","252"
"","HP","1298","0","23.9","16.8","1.1","123"
"","J&K","1962","490","40.7","30.1","0.8","132"
"","Chandigarh","184","0","3.4","3.4","0.3","16"
"WR","Chhattisgarh","3277","96","70.2","19.5","-0.9","131"
"","Gujarat","12878","18","280.6","55.0","-0.4","365"
"","MP","9696","0","212.2","136.9","-2.6","413"
"","Maharashtra","20378","382","431.5","117.7","-1.8","387"
"","Goa","400","0","8.4","7.4","0.5","60"
"","DD","295","0","6.5","6.6","-0.2","27"
"","DNH","705","0","16.1","16.4","-0.3","8"
"","Essar steel","497","0","6.5","6.3","0.2","76"
"SR","Andhra Pradesh","5950","0","126.9","19.0","-0.4","617"
"","Telangana","6007","0","135.1","84.1","2.6","221"
"","Karnataka","7380","800","163.0","42.7","0.4","815"
"","Kerala","2988","0","55.6","46.0","-1.6","277"
"","Tamil Nadu","8296","0","174.4","87.5","-2.0","491"
"","Pondy","188","0","2.4","3.1","-0.8","25"
"ER","Bihar","3300","0","62.2","64.0","-1.8","215"
"","DVC","2472","0","58.7","-9.6","0.1","90"
"","Jharkhand","920","0","22.4","16.1","0.3","110"
"","Odisha","3574","0","67.3","15.9","1.7","280"
"","West Bengal","7111","0","132.9","37.5","-0.4","185"
"","Sikkim","97","0","1.4","1.0","0.5","21"
"NER","Arunachal Pradesh","116","2","2.0","1.7","0.3","36"
"","Assam","1352","26","21.7","15.7","0.9","243"
"","Manipur","129","1","2.6","2.3","0.3","23"
"","Meghalaya","310","2","5.3","4.2","-0.4","59"
"","Mizoram","77","1","1.4","1.2","0.2","12"
"","Nagaland","113","2","1.9","1.6","0.3","55"
"","Tripura","228","2","4.2","0.8","1.3","70"
